"","CiA","CiB","CiC","CiD","CiE","CiF","HmA","HmB","HmC","HmD","HmE","HmF","MsA","MsB","MsC","MsD","MsE","MsF","PfA","PfB","PfC","PfD","PfE","PfF","ScA","ScB","ScC","ScD","ScE","ScF"
"g_Abditibacterium",1.44983494773727e-05,2.35246707313206e-05,3.3085194375517e-06,4.65445819520798e-06,4.61487213867439e-06,3.54084452682809e-06,8.51983378578814e-06,9.58801498127341e-06,1.05950515532903e-05,1.22121775586901e-05,1.33438915286495e-05,8.10819905142179e-06,1.21499055344845e-05,2.50677015950829e-07,0,9.84156918899934e-06,0,1.36411504400635e-05,7.71068847519918e-06,3.48578410099014e-07,4.28813708316627e-06,2.23079840274834e-06,2.36379268435055e-06,5.68845039785022e-07,0,0,0,0,0,0
"g_Abiotrophia",3.81535512562438e-06,4.60265296917143e-05,3.3085194375517e-06,5.37848502557366e-05,5.03440596946297e-05,8.88751976233852e-05,1.16179551624384e-06,4.39450686641698e-06,8.36451438417657e-06,1.59289272504654e-06,4.19379448043271e-06,4.86491943085308e-06,0,1.7547391116558e-06,0,0,0,5.45646017602541e-06,2.84077996454707e-06,3.48578410099014e-07,0,1.78463872219867e-06,1.83850542116154e-06,1.13769007957004e-06,0,0,0,8.67830311403551e-07,6.62240691379282e-07,1.84101881981489e-06
"g_Absicoccus",4.57842615074926e-06,2.04562354185397e-06,1.98511166253102e-06,3.62013415182843e-06,0.000122084344759477,2.44318272351138e-05,4.25991689289407e-06,3.99500624219725e-07,3.34580575367063e-06,5.84060665850398e-06,4.57504852410841e-06,2.02704976285545e-06,0,2.55690556269846e-05,1.67969073017448e-05,0,0,0,4.05825709221009e-07,3.13720569089112e-06,2.14406854158314e-06,2.23079840274834e-07,3.93965447391758e-07,1.08080557559154e-05,0,2.92606635001752e-06,1.02353202478176e-06,8.67830311403551e-07,0,0
"g_Absiella",3.81535512562438e-06,1.63649883348318e-05,6.61703887510339e-07,2.58581010844888e-06,6.29300746182871e-06,4.95718233755933e-06,1.9363258604064e-06,4.7940074906367e-06,2.23053716911375e-06,9.55735635027923e-06,6.10006469881121e-06,2.43245971542654e-06,6.74994751915804e-07,1.70460370846564e-05,6.46034896220954e-06,0,0,0,5.55981221632783e-05,1.74289205049507e-05,9.07655682603528e-05,5.04160439021126e-05,4.95083245555643e-05,7.05367849333427e-05,0,1.24357819875745e-05,1.02353202478176e-05,3.03740608991243e-05,6.62240691379282e-07,9.20509409907443e-07
"g_Abyssalbus",6.10456820099901e-06,6.13687062556191e-06,6.61703887510339e-07,1.03432404337955e-06,1.25860149236574e-06,7.08168905365619e-07,2.74958272177708e-05,5.11360799001248e-05,1.95172002297453e-05,3.07959260175664e-05,3.66003881928673e-05,5.39195236919549e-05,0,1.00270806380332e-06,0,0,0,0,0,0,7.14689513861046e-07,0,0,1.13769007957004e-06,2.35489658965395e-05,8.77819905005256e-06,0.000214941725204169,8.67830311403551e-07,8.87402526448238e-05,0
"g_Abyssibacter",1.98398466532468e-05,1.22737412511238e-05,1.32340777502068e-06,4.65445819520798e-06,1.09078796005031e-05,8.49802686438742e-06,1.51033417111699e-05,1.23845193508115e-05,7.24924579961969e-06,7.96446362523269e-06,1.44876536596766e-05,1.17568886245616e-05,0,0,0,3.07549037156229e-06,0,0,7.71068847519918e-06,3.48578410099014e-07,0,0,3.93965447391758e-07,0,7.59644061178694e-07,7.3151658750438e-07,0,0,0,0
"g_Abyssicoccus",5.34149717587414e-06,0,6.61703887510339e-07,8.79175436872618e-06,3.77580447709723e-06,9.20619576975304e-06,1.54906068832512e-06,1.5980024968789e-06,3.34580575367063e-06,2.12385696672872e-06,1.5250161747028e-06,2.83786966799763e-06,0,7.52031047852488e-07,0,0,0,0,4.05825709221009e-07,1.04573523029704e-06,1.42937902772209e-06,3.56927744439735e-06,2.62643631594506e-06,8.53267559677533e-06,0,0,0,0,6.62240691379282e-07,0
"g_Abyssisolibacter",3.05228410049951e-06,8.18249416741588e-06,6.61703887510339e-07,4.1372961735182e-06,2.93673681552007e-06,2.83267562146247e-06,3.87265172081279e-06,7.59051186017478e-06,7.80688009189813e-06,1.38050702837367e-05,1.33438915286495e-05,4.45950947828199e-06,7.42494227107384e-06,0.000171212401894416,4.39303729430249e-05,1.72227460807488e-05,2.88641939673835e-05,2.45540707921143e-05,5.11340393618472e-05,3.62521546502974e-05,3.64491652069133e-05,6.7370111763e-05,5.975142618775e-05,0.000143348950025826,3.79822030589347e-06,1.02412322250613e-05,0,2.60349093421065e-06,4.63568483965497e-06,9.20509409907443e-07
"g_Acanthopleuribacter",1.2209136401998e-05,3.06843531278095e-06,0,1.55148606506933e-06,9.64927810813736e-06,2.12450671609686e-06,1.27797506786822e-05,3.03620474406991e-05,2.34206402756944e-05,2.44243551173803e-05,2.89753073193533e-05,1.62163981028436e-05,2.49748058208847e-05,2.25609314355746e-06,2.58413958488382e-06,6.15098074312459e-06,0,0,4.05825709221009e-07,0,1.42937902772209e-06,1.11539920137417e-06,2.62643631594506e-07,3.41307023871013e-06,0,0,2.04706404956351e-06,0,6.62240691379282e-07,1.84101881981489e-06
"g_Acaricomes",1.52614205024975e-06,0,6.61703887510339e-07,4.1372961735182e-06,1.25860149236574e-06,2.12450671609686e-06,4.18246385847782e-05,4.39450686641698e-05,5.68786978124007e-05,4.35390678179387e-05,4.42254690663813e-05,4.37842748776777e-05,0,5.01354031901658e-07,0,7.99627496606196e-06,0,0,1.21747712766303e-06,0,0,0,0,0,7.59644061178694e-07,0,1.02353202478176e-06,0,6.62240691379282e-07,9.20509409907443e-07
"g_Acaryochloris",3.51012671557443e-05,1.63649883348318e-05,1.32340777502068e-06,2.58581010844888e-05,2.93673681552007e-05,1.94746448975545e-05,4.06628430685343e-05,4.39450686641698e-05,4.40531090899966e-05,4.7255817509714e-05,5.18505499398953e-05,3.77031255891113e-05,7.42494227107384e-06,3.50947822331161e-06,1.29206979244191e-06,3.44454921614977e-05,0,1.36411504400635e-05,4.05825709221009e-07,0,0,4.46159680549669e-07,2.2324708685533e-06,2.27538015914009e-06,1.51928812235739e-06,3.6575829375219e-06,0,0,6.62240691379282e-07,9.20509409907443e-07
"g_Acerihabitans",7.63071025124877e-07,4.09124708370794e-06,0,2.58581010844888e-06,1.25860149236574e-06,3.54084452682809e-07,1.54906068832512e-06,1.19850187265918e-06,1.11526858455688e-06,1.59289272504654e-06,1.9062702183785e-06,3.24327962056872e-06,6.74994751915804e-07,1.00270806380332e-06,0,3.07549037156229e-06,0,1.90976106160889e-05,8.11651418442019e-07,0,5.00282659702732e-06,4.68467664577152e-06,4.20229810551209e-06,5.68845039785022e-07,0,7.3151658750438e-07,0,8.67830311403551e-07,0,0
"g_Acetanaerobacterium",2.28921307537463e-06,2.04562354185397e-06,6.61703887510339e-07,2.58581010844888e-06,6.7125412926173e-06,6.37352014829057e-06,4.25991689289407e-06,4.39450686641698e-06,1.05950515532903e-05,3.18578545009308e-06,9.91260513556822e-06,2.43245971542654e-06,7.42494227107384e-06,5.21408193177725e-05,2.8425535433722e-05,0,0,8.18469026403811e-05,6.08738563831514e-06,9.76019548277238e-06,7.14689513861046e-06,4.4392888214692e-05,4.9377002739767e-05,0.0001405047248269,1.51928812235739e-06,1.46303317500876e-06,0,1.7356606228071e-06,1.32448138275856e-06,1.84101881981489e-06
"g_Acetatifactor",1.29722074271229e-05,2.96615413568826e-05,9.26385442514475e-06,4.03386376918025e-05,4.32119845712238e-05,5.24044989970558e-05,5.03444723705663e-06,5.19350811485643e-06,7.80688009189813e-06,1.06192848336436e-05,1.18188753539467e-05,4.0540995257109e-06,6.74994751915804e-07,0.000169708339798711,3.48858843959315e-05,1.23019614862492e-06,0,3.81952212321778e-05,6.53379391845825e-05,5.0195291054258e-05,4.07373022900796e-05,9.21319740335066e-05,8.77229729525649e-05,0.000273614464136596,6.4569745200189e-05,8.63189573255168e-05,0.000149435675618137,0.000275102208714926,0.000268207480008609,7.17997339727805e-05
"g_Acetitomaculum",3.05228410049951e-06,1.63649883348318e-05,1.98511166253102e-06,2.84439111929376e-05,3.39822402938751e-05,3.61166141736466e-05,0,3.99500624219725e-07,0,1.06192848336436e-06,1.5250161747028e-06,0,0,2.33129624834271e-05,9.04448854709336e-06,3.69058844587475e-06,0,1.09129203520508e-05,0,3.13720569089112e-06,1.42937902772209e-06,1.38309500970397e-05,1.22129288691445e-05,1.53588160741956e-05,7.59644061178694e-07,7.3151658750438e-07,0,1.7356606228071e-06,6.62240691379282e-07,2.76152822972233e-06
"g_Acetivibrio",1.2209136401998e-05,6.7505576881181e-05,6.61703887510339e-05,6.82653868630503e-05,5.83152024796128e-05,8.28557619277774e-05,4.72463509939161e-05,0.000110262172284644,0.000108738686994295,9.92903131945676e-05,0.00016050795238747,5.79736232176658e-05,0.000417821751435883,0.000756543234139602,0.000182181840734309,2.33737268238734e-05,0,0.000150052654840699,0.000103891381560578,7.28528877106939e-05,6.07486086781889e-05,0.00013429406384545,0.000150494800903652,0.000476692143339849,4.40593555483643e-05,0.000243595023638959,7.1647241734723e-06,0.000108478788925444,2.18539428155163e-05,3.49793575764828e-05
"g_Acetoanaerobium",3.81535512562438e-06,2.96615413568826e-05,1.32340777502068e-06,1.81006707591421e-05,2.39134283549491e-05,1.38092936546296e-05,1.00688944741133e-05,2.916354556804e-05,2.89969831984788e-05,4.83177459930784e-05,5.2231803983571e-05,2.43245971542654e-05,1.14749107825687e-05,0.000439436808961804,0.000157632514677913,1.23019614862492e-06,0,5.45646017602541e-05,0.000102268078723694,7.5641514991486e-05,0.00013007349152271,0.000515314431034867,0.000491143591081725,0.000415825724082851,4.10207793036495e-05,1.46303317500876e-05,2.9682428718671e-05,1.21496243596497e-05,2.64896276551713e-05,6.71971869232433e-05
"g_Acetobacter",0.000358643381808692,0.000117623353656603,5.02894954507858e-05,0.00027564735756065,0.000237036614395548,0.000186248422111158,0.000157616925037081,0.000162596754057428,0.000171751362021759,0.000170970485821662,0.000178808146483904,0.000166623490506718,0.000340197354965565,5.26421733496741e-05,2.71334656412801e-05,0.00029278668337273,0.000635012267282436,0.000128226814136597,0.000113225372872662,7.5641514991486e-05,0.000179387067979123,4.41698083744172e-05,6.01453916351418e-05,1.82030412731207e-05,1.747181340711e-05,1.75563981001051e-05,1.63765123965081e-05,1.82244365394746e-05,2.1191702124137e-05,3.12973199368531e-05
"g_Acetobacterium",0.000312859120301199,0.00350926718605048,6.74937965260546e-05,0.00052853958616695,0.000469038822821633,0.00050917344295788,5.88643061563544e-05,9.7478152309613e-05,0.000200190710927959,0.00011203345499494,0.000197108340580337,8.18928104193601e-05,1.41748897902319e-05,0.000543467770581398,0.000158924584470355,2.76794133440606e-05,0,0.000182791415896851,0.000104297207269799,7.18071524803968e-05,0.000124355975411822,0.000158386686595132,0.000186214334800504,0.000416394569122636,0.000183074218744065,0.00014191421797585,0.00014534154751901,0.000432179495078968,0.000254300425489644,0.000144519977355469
"g_Acetobacteroides",1.2209136401998e-05,1.02281177092698e-06,0,1.55148606506933e-06,5.03440596946297e-06,2.12450671609686e-06,1.12306899903571e-05,4.7940074906367e-06,9.47978296873344e-06,2.92030332925199e-05,1.33438915286495e-05,5.27032938342417e-06,2.69997900766322e-06,6.76827943067239e-06,6.46034896220954e-06,4.92078459449967e-06,0,8.73033628164065e-05,0,0,0,2.23079840274834e-07,0,1.13769007957004e-06,0,0,0,0,3.31120345689641e-06,0
"g_Acetohalobium",0,6.13687062556191e-06,0,1.03432404337955e-06,2.0976691539429e-06,7.08168905365619e-07,4.25991689289407e-06,4.39450686641698e-06,5.57634292278438e-06,4.77867817513962e-06,4.95630256778411e-06,5.67573933599526e-06,3.37497375957902e-06,1.45392669251481e-05,1.29206979244191e-05,6.15098074312459e-07,0,2.7282300880127e-06,4.05825709221009e-06,1.04573523029704e-06,7.14689513861046e-07,5.13083632632119e-06,4.33361992130934e-06,2.27538015914009e-06,6.83679655060825e-06,2.92606635001752e-06,5.11766012390879e-06,8.67830311403551e-07,1.98672207413785e-06,2.76152822972233e-05
"g_Acetomicrobium",2.28921307537463e-06,7.15968239648889e-06,0,5.17162021689775e-07,2.51720298473149e-06,7.08168905365619e-07,1.12306899903571e-05,2.15730337078652e-05,2.50935431525297e-05,2.01766411839228e-05,2.13502264458392e-05,2.02704976285545e-05,6.74994751915804e-07,5.51489435091824e-06,1.4212767716861e-05,1.84529422293738e-06,0,3.00105309681397e-05,4.74816079788581e-05,1.04573523029704e-06,6.43220562474941e-06,9.36935329154304e-06,7.35402168464616e-06,1.19457458354855e-05,7.59644061178694e-07,2.19454976251314e-06,0,1.7356606228071e-06,6.62240691379282e-07,1.84101881981489e-06
"g_Acetonema",1.52614205024975e-05,4.09124708370794e-06,1.32340777502068e-06,8.17115994269845e-05,1.34250825852346e-05,8.14394241170462e-06,8.51983378578814e-06,1.5980024968789e-05,1.67290287683531e-05,1.75218199755119e-05,1.83001940964336e-05,7.7027890988507e-06,2.29498215651373e-05,2.40649935312796e-05,1.03365583395353e-05,1.84529422293738e-06,0,1.36411504400635e-05,4.05825709221009e-07,1.35945579938615e-05,1.42937902772209e-06,1.04847524929172e-05,1.23442506849418e-05,4.03879978247366e-05,3.79822030589347e-06,4.38909952502628e-05,1.02353202478176e-06,1.04139637368426e-05,3.97344414827569e-06,9.20509409907443e-07
"g_Acholeplasma",1.75506335778722e-05,2.04562354185397e-05,0,9.30891639041595e-06,1.63618194007547e-05,1.87664759921889e-05,3.83392520360466e-05,0.000102671660424469,0.000130486424393154,8.12375289773735e-05,8.9213446220114e-05,7.05413317473696e-05,7.42494227107384e-06,7.31976886576421e-05,0.000215775655337799,1.84529422293738e-06,0,7.3662212376343e-05,3.04369281915757e-05,2.16118614261388e-05,1.21497217356378e-05,5.17545229437616e-05,4.79324627659973e-05,5.97287291774273e-05,1.51928812235739e-06,1.24357819875745e-05,2.66118326443257e-05,6.94264249122841e-06,1.39070545189649e-05,2.20922258377786e-05
"g_Achromatium",5.34149717587414e-05,3.27299766696635e-05,4.63192721257237e-06,1.08604024554853e-05,1.04883457697145e-05,1.34552092019468e-05,1.58778720553324e-05,1.63795255930087e-05,2.89969831984788e-05,1.64598914921476e-05,3.27878477561103e-05,2.14867274862678e-05,1.34998950383161e-06,7.52031047852488e-07,1.29206979244191e-06,1.23019614862492e-06,0,2.7282300880127e-06,0,6.97156820198027e-07,7.14689513861046e-07,6.69239520824503e-07,9.19252710580769e-07,5.68845039785022e-07,0,0,1.02353202478176e-06,0,0,0
"g_Achromobacter",0.00252347588008797,0.00071903667496167,0.000168072787427626,0.00181110139995759,0.000972898953598719,0.00165322030957604,0.000599099221209739,0.000604843945068664,0.000549269777894261,0.000516097242915079,0.000485717651642843,0.000475545874365888,0.00164091224190732,6.04131608441498e-05,6.84796989994211e-05,0.00144548047463428,0.00127002453456487,0.000466527345050172,0.000682598842909738,0.000457334874049906,0.000707542618722435,0.000113547638699891,0.000135524113902765,0.000119457458354855,0.0017008430529791,0.00619814004592461,0.00173283971795552,0.0010266432583904,0.00275492127613781,0.00451601916500591
"g_Acidaminobacter",3.81535512562438e-06,4.09124708370794e-06,0,8.2745923470364e-06,1.13274134312917e-05,4.24901343219371e-06,4.0275577896453e-05,0.000100274656679151,5.68786978124007e-05,8.12375289773735e-05,9.72197811373037e-05,8.51360900399288e-05,4.72496326341063e-06,0.000161686675288285,6.07272802447697e-05,5.53588266881213e-06,5.77283879347669e-05,1.63693805280762e-05,2.06971111702715e-05,2.92805864483172e-05,3.28757176376081e-05,0.000202110335289,0.000189103414748044,0.000199095763924758,1.51928812235739e-06,1.90194312751139e-05,6.14119214869054e-06,1.7356606228071e-06,4.63568483965497e-06,1.28871317387042e-05
"g_Acidaminococcus",2.06029176783717e-05,1.02281177092698e-05,1.32340777502068e-06,2.01693188459012e-05,2.97869019859892e-05,1.45174625599952e-05,7.74530344162558e-06,1.47815230961298e-05,1.11526858455688e-05,1.38050702837367e-05,2.24939885768663e-05,1.3378528434846e-05,4.04996851149482e-06,4.71272789987559e-05,0.000113702141734888,5.53588266881213e-06,0,0.000144596194664673,0.000429769426065049,6.90185251996047e-05,0.00010934749562074,0.000226202958038682,0.000216680996065467,0.000234933001431214,4.02611352424708e-05,0.000166054265363494,0.000176047508262462,0.000169226910723692,6.8210791212066e-05,7.82432998421326e-05
"g_Acidibacillus",2.28921307537463e-05,9.20530593834286e-06,6.61703887510339e-06,0.000109121186576543,1.09078796005031e-05,0.000107641673615574,1.20052203345197e-05,1.87765293383271e-05,2.84393489062003e-05,2.44243551173803e-05,2.63065290136234e-05,2.55408270119786e-05,1.34998950383161e-06,1.20324967656398e-05,9.04448854709336e-06,9.22647111468688e-06,0,2.7282300880127e-06,1.62330283688404e-05,1.39431364039605e-06,2.14406854158314e-06,1.22693912151159e-05,7.35402168464616e-06,8.53267559677533e-06,1.51928812235739e-06,5.12061611253066e-06,0,1.7356606228071e-06,6.62240691379282e-07,1.84101881981489e-06
"g_Acidibrevibacterium",4.19689063818682e-05,6.13687062556191e-06,6.61703887510339e-07,1.24118885205546e-05,3.35627064630865e-05,1.27470402965811e-05,2.6334031701527e-05,2.15730337078652e-05,3.45733261212632e-05,2.01766411839228e-05,2.66877830572991e-05,1.3783938387417e-05,4.72496326341063e-06,2.50677015950829e-07,0,1.41472557091866e-05,0,0,0,0,7.14689513861046e-07,6.69239520824503e-07,1.70718360536429e-06,0,0,7.3151658750438e-07,0,8.67830311403551e-07,0,0
"g_Acidicapsa",2.36552017788712e-05,6.13687062556191e-06,0,5.17162021689775e-06,1.97180900470633e-05,8.14394241170462e-06,2.05250541203078e-05,5.79275905118602e-05,6.69161150734126e-05,4.83177459930784e-05,5.26130580272467e-05,3.48652559211137e-05,1.01249212787371e-05,4.01083225521327e-06,2.58413958488382e-06,2.76794133440606e-05,0,0,0,0,7.14689513861046e-07,8.92319361099337e-06,1.10310325269692e-05,5.68845039785022e-07,0,7.3151658750438e-07,0,8.67830311403551e-07,1.32448138275856e-06,0
"g_Acididesulfobacillus",0,3.06843531278095e-06,0,2.58581010844888e-06,1.25860149236574e-06,1.41633781073124e-06,8.13256861370686e-06,5.99250936329588e-06,2.78817146139219e-06,5.3096424168218e-06,6.48131874248691e-06,2.02704976285545e-06,2.02498425574741e-06,5.51489435091824e-06,5.16827916976763e-06,0,0,5.45646017602541e-06,4.05825709221009e-07,6.97156820198027e-07,0,8.25395409016887e-06,6.30344715826813e-06,9.67036567634538e-06,7.59644061178694e-07,7.3151658750438e-07,0,8.67830311403551e-07,0,0
"g_Acidiferrimicrobium",7.63071025124877e-06,1.73878001057587e-05,3.3085194375517e-06,6.2059442602773e-06,1.51032179083889e-05,6.01943569560776e-06,0.000469752653734592,0.000532933832709114,0.000632357287443749,0.000467779496922,0.000591325021741012,0.00050595162080872,1.75498635498109e-05,2.25609314355746e-06,1.29206979244191e-06,4.73625517220593e-05,0,2.7282300880127e-06,4.05825709221009e-07,6.97156820198027e-07,2.14406854158314e-06,2.23079840274834e-06,4.46494173710659e-06,0,0,0,1.02353202478176e-06,1.7356606228071e-06,6.62240691379282e-07,0
"g_Acidiferrobacter",1.67875625527473e-05,1.32965530220508e-05,1.98511166253102e-06,1.24118885205546e-05,9.64927810813736e-06,8.14394241170462e-06,1.82014630878201e-05,1.71785268414482e-05,3.62462289980985e-05,1.4866998767101e-05,3.35503558434617e-05,2.18921374388388e-05,2.63247953247164e-05,5.01354031901658e-07,1.29206979244191e-06,5.53588266881213e-05,0,0,0,0,0,4.46159680549669e-07,9.19252710580769e-07,2.27538015914009e-06,7.59644061178694e-07,7.3151658750438e-07,0,8.67830311403551e-07,0,0
"g_Acidihalobacter",5.41780427838662e-05,2.04562354185397e-05,3.97022332506203e-06,2.17208049109706e-05,2.3074360693372e-05,1.69960537287748e-05,7.59039737279307e-05,7.87016229712859e-05,7.58382637498676e-05,5.3096424168218e-05,7.89195870408701e-05,5.71628033125236e-05,7.76243964703174e-05,5.01354031901658e-07,2.58413958488382e-06,7.44268669918075e-05,5.77283879347669e-05,1.63693805280762e-05,2.92194510639127e-05,1.77774989150497e-05,2.85875805544418e-05,1.16001516942914e-05,1.37887906587115e-05,1.13769007957004e-06,1.51928812235739e-06,2.92606635001752e-06,1.02353202478176e-06,1.7356606228071e-06,0,9.20509409907443e-07
"g_Acidiluteibacter",0,4.09124708370794e-06,1.32340777502068e-06,0,3.35627064630865e-06,0,7.74530344162558e-07,3.99500624219725e-07,5.01870863050594e-06,1.59289272504654e-06,1.1437621310271e-06,2.02704976285545e-06,6.74994751915804e-07,2.50677015950829e-07,0,0,0,5.45646017602541e-06,0,0,0,0,0,0,0,0,0,0,0,0
"g_Acidilutibacter",0,0,0,0,2.93673681552007e-06,0,0,7.99001248439451e-07,1.67290287683531e-06,2.12385696672872e-06,1.1437621310271e-06,8.10819905142179e-07,0,5.76557136686907e-06,0,0,0,5.45646017602541e-06,0,2.78862728079211e-06,0,4.46159680549669e-07,6.56609078986264e-07,1.30834359150555e-05,0,0,0,0,0,0
"g_Acidimangrovimonas",2.51813438291209e-05,1.02281177092698e-05,1.32340777502068e-06,1.96521568242115e-05,4.02752477557038e-05,1.16847869385327e-05,3.71774565198028e-05,2.83645443196005e-05,2.95546174907572e-05,3.13268902592486e-05,4.95630256778411e-05,2.39191872016943e-05,8.09993702298965e-06,1.7547391116558e-06,1.29206979244191e-06,2.2758628749561e-05,0,0,1.21747712766303e-06,2.09147046059408e-06,0,6.69239520824503e-07,0,0,3.79822030589347e-06,2.92606635001752e-06,0,3.4713212456142e-06,0,9.20509409907443e-07
"g_Acidimicrobium",5.64672558592409e-05,9.20530593834286e-06,4.63192721257237e-06,1.6032022672383e-05,4.65682552175325e-05,1.94746448975545e-05,0.000254045952885319,0.000286441947565543,0.000386998198841236,0.000305304438967253,0.000320253396687589,0.000283786966799763,1.95748478055583e-05,1.1781819749689e-05,1.67969073017448e-05,1.72227460807488e-05,8.65925819021504e-05,2.7282300880127e-06,8.11651418442019e-07,0,0,1.78463872219867e-06,7.87930894783517e-07,0,7.59644061178694e-07,7.3151658750438e-07,1.02353202478176e-06,0,6.62240691379282e-07,1.84101881981489e-06
"g_Acidiphilium",8.39378127637364e-05,6.23915180265461e-05,5.95533498759305e-06,3.15468833230763e-05,6.08324054643442e-05,4.4614641038034e-05,9.25563761274257e-05,9.58801498127341e-05,0.00013215932726999,9.18568138110171e-05,0.000113994959059035,8.75685497553554e-05,8.70743229971387e-05,8.74862785668394e-05,1.67969073017448e-05,0.00026510727002867,2.88641939673835e-05,4.91081415842286e-05,4.4640828014311e-06,3.13720569089112e-06,2.21553749296924e-05,9.81551297209271e-06,7.74798713203791e-06,2.38914916709709e-05,3.03857624471478e-06,9.50971563755694e-06,1.02353202478176e-06,5.2069818684213e-06,1.98672207413785e-06,2.76152822972233e-06
"g_Acidipila",1.14460653768731e-05,3.06843531278095e-06,6.61703887510339e-07,5.17162021689775e-06,5.45393980025155e-06,5.31126679024214e-06,1.31670158507635e-05,2.11735330836454e-05,2.00748345220238e-05,1.4866998767101e-05,2.74502911446505e-05,1.45947582925592e-05,7.42494227107384e-06,2.50677015950829e-07,0,3.56756883101226e-05,0,2.18258407041016e-05,0,0,0,4.46159680549669e-06,3.41436721072857e-06,1.13769007957004e-06,7.59644061178694e-07,0,0,0,0,9.20509409907443e-07
"g_Acidipropionibacterium",7.17286763617384e-05,5.62546474009841e-05,9.92555831265509e-06,4.34416098219411e-05,8.60044353116591e-05,6.1256610314126e-05,0.000470527184078754,0.000559300873907616,0.000446665068115029,0.000443886106046302,0.000533374407102305,0.000643385594730319,5.46745749051801e-05,7.52031047852488e-07,1.29206979244191e-06,2.9524707566998e-05,0,8.18469026403811e-06,4.86990851065211e-06,1.04573523029704e-06,1.42937902772209e-06,3.12311776384768e-06,1.18189634217527e-06,2.5029181750541e-05,6.07715248942955e-06,5.12061611253066e-06,3.48000888425797e-05,1.12817940482462e-05,3.70854787172398e-05,1.93306976080563e-05
"g_Acidisarcina",7.63071025124877e-06,7.15968239648889e-06,1.98511166253102e-06,3.62013415182843e-06,7.55160895419446e-06,4.24901343219371e-06,7.35803826954431e-06,7.99001248439451e-06,1.39408573069609e-05,1.00883205919614e-05,1.48689077033523e-05,1.09460687194194e-05,6.74994751915804e-07,2.50677015950829e-07,1.29206979244191e-06,7.99627496606196e-06,0,0,0,0,0,4.01543712494702e-06,1.96982723695879e-06,0,0,0,0,0,0,9.20509409907443e-07
"g_Acidisoma",0.000142694281698352,2.14790471894667e-05,9.92555831265509e-06,6.98168729281197e-05,6.25105407874986e-05,4.4614641038034e-05,5.22807982309727e-05,4.03495630461923e-05,6.13397721506282e-05,5.41583526515823e-05,5.10880418525439e-05,4.70275544982464e-05,6.8849464695412e-05,2.25609314355746e-06,1.29206979244191e-06,7.81174554376823e-05,0,5.45646017602541e-06,4.05825709221009e-07,1.04573523029704e-06,0,2.67695808329801e-06,2.2324708685533e-06,0,6.83679655060825e-06,4.38909952502628e-06,2.04706404956351e-06,4.33915155701775e-06,3.31120345689641e-06,6.4435658693521e-06
"g_Acidisphaera",4.57842615074926e-05,1.73878001057587e-05,6.61703887510339e-06,1.34462125639342e-05,3.98557139249152e-05,1.59338003707264e-05,6.31242230492485e-05,8.46941323345818e-05,9.25672925182207e-05,7.64588508022339e-05,9.56947649626009e-05,6.52710023639454e-05,3.64497166034534e-05,2.25609314355746e-06,2.58413958488382e-06,3.81360806073724e-05,0,5.45646017602541e-06,1.46097255319563e-05,4.88009774138619e-06,7.8615846524715e-06,8.03087424989404e-06,9.84913618479396e-06,5.68845039785022e-07,0,1.46303317500876e-06,0,8.67830311403551e-07,0,0
"g_Aciditerrimonas",3.81535512562438e-06,1.43193647929778e-05,1.98511166253102e-06,5.68878223858753e-06,1.17469472620803e-05,3.18676007414528e-06,0.000261791256326945,0.000294831460674157,0.000409861204824652,0.000269729834774547,0.000311484553683047,0.0002566244999775,4.04996851149482e-06,2.50677015950829e-07,0,5.53588266881213e-06,0,2.7282300880127e-06,0,0,0,4.46159680549669e-07,1.31321815797253e-07,0,0,7.3151658750438e-07,0,8.67830311403551e-07,1.32448138275856e-06,0
"g_Acidithiobacillus",0.000568487913718033,0.000307866343049022,3.24234904880066e-05,0.000258063848823198,0.000303742493490933,0.000232987569865289,0.000265276642875676,0.000282446941323346,0.000293315637738458,0.000224597874231562,0.000269165354835045,0.00022702957343981,0.00157341276671574,1.42885899091973e-05,0.000198978748036054,0.000756570631404324,0.00135661711646702,0.000594754159186769,0.000894034037413884,0.000690533830406146,0.00120925465745289,0.000114216878220715,0.000136574688429143,3.98191527849515e-05,3.34243386918625e-05,3.58443127877146e-05,1.74000444212899e-05,1.90922668508781e-05,1.78804986672406e-05,2.02512070179637e-05
"g_Acidithrix",4.57842615074926e-06,8.18249416741588e-06,0,3.10297213013865e-06,1.51032179083889e-05,3.8949289795109e-06,0.000202539684998509,0.0002329088639201,0.000205209419558465,0.000214509553639601,0.000260396511830504,0.000224191703771813,6.07495276724224e-06,2.50677015950829e-07,2.58413958488382e-06,2.09133345266236e-05,0,5.45646017602541e-06,4.05825709221009e-07,0,0,0,2.62643631594506e-07,0,1.51928812235739e-06,0,0,0,0,0
