"","CiA","CiB","CiC","CiD","CiE","CiF","HmA","HmB","HmC","HmD","HmE","HmF","MsA","MsB","MsC","MsD","MsE","MsF","PfA","PfB","PfC","PfD","PfE","PfF","ScA","ScB","ScC","ScD","ScE","ScF"
"g_Aaosphaeria",0,0,0,0,0,0,2.45098039215686e-05,3.74248695743295e-05,1.96937620008862e-05,1.42495814185458e-05,5.42985442560285e-06,1.64865510959435e-05,0,0,0,0,0,0,2.41505059530997e-05,0,0.000797075557265756,0,0,0,0,0,0,0,0,0
"g_Abortiporus",5.49148819330038e-05,0,0,0,6.88681519231431e-05,0.000124664962912174,6.5359477124183e-05,0.000119759582637855,0.000108315691004874,9.97470699298208e-05,0.000162895632768085,9.89193065756609e-05,0,7.52898659840386e-05,0,0,0,0,0,0,0,4.22985005181566e-05,0,0,0,0,0,0,0,0
"g_Absconditella",0,0,0,0,0,0,0,0,0,0,0,8.24327554797174e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Absidia",0.000384404173531027,0,0,7.57288905717531e-05,0,0,0.000669934640522876,0.000860772000209579,0.000679434789030575,0.000869224466531296,0.000982803651034116,0.000964463239112694,5.27906454976178e-05,7.52898659840386e-05,0,9.80094285070224e-06,0,0,0,0,0,0.000190343252331705,0,0,0,0.000163907556138338,0,0,0,0
"g_Acanthamoeba",0.00472267984623833,0.000716589036187746,0.000582750582750583,0.000302915562287012,0.000757549671154575,0.00168297699931434,0.00534313725490196,0.00727539464524966,0.00645955393629068,0.00728153610487692,0.00766152459452562,0.00654516078508956,0.000329941534360111,0.00519500075289866,0,0.000401838656878792,0,0.00021383513311237,6.03762648827493e-05,0,0,0.00241101452953493,0,0.00307587149692413,0.000511247443762781,0.00524504179642681,0,0.00594227504244482,0.00201545179711119,0.00305064063453325
"g_Acanthoceras",0,0,0,0,0,0,0,0,1.96937620008862e-05,7.12479070927291e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Acanthoeca",0,0,0,0,0,0,8.16993464052288e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Acaromyces",0.000329489291598023,0,0,0,0.000206604455769429,0.000124664962912174,0.000187908496732026,0.000299398956594636,0.000216631382009748,0.000256492465533825,0.000380089809792199,0.000288514644179011,3.95929841232134e-05,7.52898659840386e-05,0,0,0,0.000320752699668556,0,0,0,8.45970010363133e-05,0,0,0,0.000163907556138338,0,0,0,0
"g_Acarosporina",0,0,0,0,0,0,0,0,0,0,0,8.24327554797174e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Acaulospora",0.000219659527732015,0,0.000582750582750583,0,0.000241038531731001,6.23324814560868e-05,0.00170751633986928,0.00214818751356652,0.00193983555708729,0.00208043888710769,0.00206877453615469,0.00175581769171798,0.00047511580947856,7.52898659840386e-05,0,5.88056571042134e-05,0,0.000534587832780926,0,0,0,0.000867119260622211,9.13464466232264e-05,0.000683526999316473,0.00127811860940695,0.000327815112276676,0,0,0.000335908632851864,0
"g_Acavomonas",0,0,0,0,0,0,4.90196078431373e-05,2.24549217445977e-05,0,0,0,3.2973102191887e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Acephala",0,0,0,0,0,0,7.35294117647059e-05,5.98797913189273e-05,6.89281670031018e-05,6.41231163834562e-05,3.25791265536171e-05,9.06760310276892e-05,3.95929841232134e-05,0,0.000206270627062706,3.9203771402809e-05,0,0,0,0,0,0,3.04488155410755e-05,0,0,0,0,0,0,0
"g_Acetabularia",0,0,0.000582750582750583,7.57288905717531e-05,6.88681519231431e-05,6.23324814560868e-05,4.90196078431373e-05,9.73046608932568e-05,7.87750480035449e-05,6.41231163834562e-05,0.000103167234086454,0.000131892408767548,3.95929841232134e-05,0.000150579731968077,0,9.80094285070224e-06,0,0,0,0,0,4.22985005181566e-05,1.52244077705377e-05,0,0,0,0,0.000424448217317487,0,0
"g_Achlya",0.000274574409665019,0.000429953421712648,0.000582750582750583,0.000302915562287012,0.000791983747116146,0.000872654740385215,0.000359477124183007,0.000426643513147357,0.000433262764019497,0.000448861814684194,0.000499546607155462,0.000494596532878305,0.000395929841232134,0.00143050745369673,0,0.000235222628416854,0,0.000320752699668556,0,6.18314474741854e-05,0,0.000190343252331705,0,0,0.00102249488752556,0.00114735289296837,0.000945179584120983,0.00127334465195246,0.000335908632851864,0
"g_Achnanthes",0,0,0,0,0,0.000124664962912174,0,7.48497391486591e-06,0,0,0,8.24327554797174e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Acidomyces",5.49148819330038e-05,0,0.00116550116550117,7.57288905717531e-05,6.88681519231431e-05,0,5.71895424836601e-05,0.000179639373956782,5.90812860026587e-05,0.000156745395604004,0.000119456797363263,0.000156622235411463,1.31976613744045e-05,0,0,4.90047142535112e-05,0,0,0,6.18314474741854e-05,0.0119286479949427,0.00025379100310894,6.08976310821509e-05,0,0,0,0,0,0,0
"g_Acrasis",0,0,0,0,0,0,0,7.48497391486591e-06,6.89281670031018e-05,7.12479070927291e-06,1.62895632768085e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Acremonium",5.49148819330038e-05,0.000501612325331422,0,0.00764861794774707,3.44340759615716e-05,0.000124664962912174,3.26797385620915e-05,5.23948174040613e-05,7.87750480035449e-05,4.27487442556375e-05,9.23075252352484e-05,8.24327554797174e-05,0.000923836296208312,0,0,0.000107810371357725,0.00706713780918728,0,0.0421305576351825,0.000123662894948371,0.00173157793474975,0.000803671509844976,0.000578527495280434,0,0,0.000163907556138338,0.000945179584120983,0,0,0
"g_Acrochaetium",0,0,0,0,0,6.23324814560868e-05,0,7.48497391486591e-06,0,2.13743721278187e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Acrosiphonia",0,0,0,0,0,0,0,7.48497391486591e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Acrosorium",0,0,0,0,0,0,0,0,0,0,5.42985442560285e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163907556138338,0,0,0,0
"g_Actinocyclus",0,0,0,0,0,6.23324814560868e-05,2.45098039215686e-05,0,9.84688100044311e-06,1.42495814185458e-05,5.42985442560285e-06,8.24327554797174e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Actinomortierella",0.000439319055464031,0.000214976710856324,0,0.000302915562287012,0.000103302227884715,0.000373994888736521,0.00178104575163399,0.00214070253965165,0.00199891684308995,0.00246517758540843,0.00267691823182221,0.00262960489980299,0.000263953227488089,0.000301159463936154,0,9.80094285070224e-06,0,0,0,6.18314474741854e-05,0,0.00038068650466341,0,0.000341763499658237,0,0.000163907556138338,0,0.000424448217317487,0.000335908632851864,0
"g_Actinophrys",0,0,0,0,0,0,0,0,0,7.12479070927291e-06,5.42985442560285e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Acytostelium",0.000988467874794069,0,0.00116550116550117,0.000605831124574025,0.000516511139423574,0.000498659851648694,0.00195261437908497,0.00262722584411793,0.00283590172812762,0.0028142923301628,0.00280723473803667,0.00258838852206313,6.59883068720223e-05,0.000225869597952116,0,4.90047142535112e-05,0,0.000106917566556185,0,0,0,0.000782522259585898,3.04488155410755e-05,0,0.000255623721881391,0.00114735289296837,0.00378071833648393,0.00127334465195246,0.00134363453140746,0.00061012812690665
"g_Adenoides",0,0,0,0,3.44340759615716e-05,0,0,7.48497391486591e-06,0,9.26222792205479e-05,5.42985442560285e-05,4.12163777398587e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Aduncisulcus",0.0014827018121911,0.00121820136151917,0.0034965034965035,0.00189322226429383,0.00172170379807858,0.00155831203640217,0.000694444444444444,0.00082334713063525,0.000846831766038107,0.000577108047451106,0.000733030347456385,0.000799597728153259,1.31976613744045e-05,0.00248456557747327,0.0391914191419142,0.000156815085611236,0,0.0036351972629103,0,6.18314474741854e-05,0,0.000148044751813548,9.13464466232264e-05,0.000512645249487355,0.00613496932515337,0.00606457957711851,0.00756143667296786,0.00594227504244482,0.00436681222707424,0.0372178157413057
"g_Agaricus",0.000384404173531027,0.000143317807237549,0,7.57288905717531e-05,3.44340759615716e-05,0.000124664962912174,8.16993464052288e-05,0.000172154400041916,0.000147703215006647,0.000106871860639094,0.000173755341619291,9.06760310276892e-05,1.31976613744045e-05,0,0,9.80094285070224e-06,0,0,0,0,0,0.000190343252331705,0,0,0,0,0,0,0,0
"g_Agrocybe",0.000109829763866008,0,0,0,3.44340759615716e-05,0.000311662407280434,4.90196078431373e-05,0.000119759582637855,8.8621929003988e-05,4.98735349649104e-05,4.34388354048228e-05,9.89193065756609e-05,0,0,0,9.80094285070224e-06,0,0,0,0.000185494342422556,0,0,1.52244077705377e-05,0,0,0,0,0,0,0
"g_Ahnfeltia",0,0,0,0,0,0,0,1.49699478297318e-05,0,2.84991628370917e-05,0,0,0,0,0,9.80094285070224e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Akanthomyces",0.000164744645799012,0,0,0.000302915562287012,3.44340759615716e-05,6.23324814560868e-05,8.16993464052288e-06,0,4.92344050022156e-05,3.56239535463646e-05,1.08597088512057e-05,4.12163777398587e-05,0.00200604452890948,0,0.000206270627062706,0.00108790465642795,0.0106007067137809,0.000641505399337111,0.000132827782742048,0,0.00277602176840832,0.0027282532834211,0.00330369648620669,0.000341763499658237,0.000511247443762781,0,0,0.00127334465195246,0.000335908632851864,0
"g_Akashiwo",0,0,0,0,3.44340759615716e-05,0,2.45098039215686e-05,2.24549217445977e-05,9.84688100044311e-06,0.000135371023476185,4.34388354048228e-05,0.000148378959863491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000424448217317487,0,0
"g_Akkesiphycus",0,0,0,0,0,0,0,1.49699478297318e-05,0,7.12479070927291e-06,0,8.24327554797174e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Alboleptonia",0,0,0,0,0,0,0,0,0,0,5.42985442560285e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Albugo",0.00109829763866008,0.000501612325331422,0.00233100233100233,0.000833017796289284,0.00130849488653972,0.00155831203640217,0.00206699346405229,0.00259728594845847,0.00247156713111122,0.00235830572476934,0.00248687332692611,0.00220919784685643,0.00109540589407557,0.00286101490739346,0,0.000774274485205477,0,0.000320752699668556,0,0,0.000109941456174587,0.000317238753886175,0,0.000854408749145591,0.00153374233128834,0.00278642845435175,0.000945179584120983,0.000424448217317487,0.00235136042996305,0.00183038438071995
"g_Alectoria",0,0,0,0,6.88681519231431e-05,0,0,8.2334713063525e-05,1.96937620008862e-05,4.27487442556375e-05,3.25791265536171e-05,2.47298266439152e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Alexandrium",0,0,0,7.57288905717531e-05,0,0,7.35294117647059e-05,5.23948174040613e-05,2.95406430013293e-05,0.0003419899540451,0.00011402694293766,0.000214325164247265,0,0,0,4.90047142535112e-05,0,0,0,0,0,0,0,0,0.000255623721881391,0,0,0,0,0
"g_Allomyces",0.000329489291598023,0,0.00174825174825175,0.000151457781143506,0.000378774835577287,0.000249329925824347,0.00254901960784314,0.00319608386164774,0.00272758603712274,0.00329877809839336,0.00291040197212313,0.00280271368631039,0.00023755790473928,7.52898659840386e-05,0,0.000382236771177387,0,0.00021383513311237,0,0,0,0.000613328257513271,0,0.000683526999316473,0.000255623721881391,0.00081953778069169,0,0,0.000671817265703729,0
"g_Alocasia",0,0,0,7.57288905717531e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Alpova",0,0,0,0,0,0,0,0,0,7.12479070927291e-06,5.42985442560285e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Alternaria",0.000219659527732015,0,0,0.00121166224914805,3.44340759615716e-05,0.000373994888736521,0.000147058823529412,0.000119759582637855,0.000256018906011521,0.000163870186313277,0.000200904613747305,0.000107162582123633,1.31976613744045e-05,0.000602318927872308,0,8.82084856563201e-05,0,0.0036351972629103,0.00170261066969353,0.000309157237370927,0.00153918038644422,0.00139585051709917,0.0018573777480056,0.0297334244702666,0,0,0,0,0,0.0323367907260525
"g_Alvikia",0,0,0,0,3.44340759615716e-05,0,0,0,0,0,0,0,0,0.000225869597952116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Amanita",0.000164744645799012,0,0.00116550116550117,7.57288905717531e-05,0.000206604455769429,0.000124664962912174,0.00071078431372549,0.000845802052379847,0.0005711190980257,0.000976096327170389,0.000988233505459719,0.000601759115001937,0.000277150888862494,0.000376449329920193,0,0.000166616028461938,0,0,0,0,0,0.000317238753886175,0,0,0,0,0,0,0.000335908632851864,0.00061012812690665
"g_Amaranthus",0,0,0,0.000151457781143506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Ambispora",0.000768808347062054,7.16589036187746e-05,0.00116550116550117,0.000151457781143506,0.000275472607692573,0.000124664962912174,0.00177287581699346,0.0026347108180328,0.00258972970311654,0.00264329735314025,0.00281809444688788,0.00257190197096718,0.000448720486729752,7.52898659840386e-05,0,0.000156815085611236,0,0.00021383513311237,0,0.000989303159586966,0,0.00050758200621788,3.04488155410755e-05,0,0.000766871165644172,0,0,0,0,0
"g_Ammonia",0,0,0,0,0,0,8.16993464052288e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Amniculicola",0,0,0,0.000151457781143506,0,0,3.26797385620915e-05,5.98797913189273e-05,0.000147703215006647,4.98735349649104e-05,4.34388354048228e-05,2.47298266439152e-05,0.00023755790473928,7.52898659840386e-05,0,2.94028285521067e-05,0,0,0,0,0,2.11492502590783e-05,0,0,0,0,0,0,0,0.00061012812690665
"g_Amoeba",0,0,0,0,0,0,0,7.48497391486591e-06,9.84688100044311e-06,5.69983256741833e-05,4.34388354048228e-05,4.94596532878305e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100772589855559,0
"g_Amoebophrya",0.000439319055464031,0.000286635614475099,0.000582750582750583,0.000227186671715259,0.000550945215385145,0.000560992333104781,0.00137254901960784,0.00190118337437594,0.00165427600807444,0.00183107121228314,0.00162895632768085,0.00194541302932133,0.000184767259241662,0.000451739195904231,0,0.000450843371132303,0,0,0,0,0,0.000338388004145253,4.56732233116132e-05,0.000341763499658237,0.000255623721881391,0,0,0.000424448217317487,0.000335908632851864,0.00061012812690665
"g_Amorphochlora",0,0,0,0,0,0,2.45098039215686e-05,7.48497391486591e-06,5.90812860026587e-05,5.69983256741833e-05,4.34388354048228e-05,1.64865510959435e-05,0,0,0,9.80094285070224e-06,0,0,0,0,0,0,0,0.000170881749829118,0,0,0,0,0,0
"g_Amorphotheca",0,0,0,0,0,6.23324814560868e-05,4.90196078431373e-05,1.49699478297318e-05,9.84688100044311e-06,4.27487442556375e-05,4.34388354048228e-05,4.12163777398587e-05,0,0,0,1.96018857014045e-05,0,0,0,0,2.74853640436468e-05,0.000105746251295392,0.000380610194263443,0,0,0,0,0,0,0
"g_Ampelomyces",0,0,0,0,0,0,5.71895424836601e-05,7.48497391486591e-06,1.96937620008862e-05,1.42495814185458e-05,6.51582531072342e-05,2.47298266439152e-05,0,0,0,0,0,0,0,0,0.000769590193222109,0,0,0,0,0,0,0,0,0
"g_Amphiamblys",0,0,0,7.57288905717531e-05,0.000103302227884715,0,0.000310457516339869,0.000366763721828429,0.00031510019201418,0.000320615581917281,0.000325791265536171,0.000403920501850615,0,7.52898659840386e-05,0,0,0,0,1.20752529765499e-05,0,0,4.22985005181566e-05,3.04488155410755e-05,0,0,0,0.00283553875236295,0,0,0
"g_Amphidinium",0,0.000143317807237549,0,0,3.44340759615716e-05,0,8.16993464052288e-06,1.49699478297318e-05,9.84688100044311e-06,4.98735349649104e-05,2.71492721280142e-05,5.77029288358022e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00102249488752556,0,0,0,0,0
"g_Amphidoma",0,0,0,0,0,0,0,0,0,0,5.42985442560285e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Amphiroa",0,0,0,0,0,0,0,0,9.84688100044311e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Amylocarpus",0,0.000143317807237549,0,7.57288905717531e-05,0.000172170379807858,6.23324814560868e-05,4.08496732026144e-05,7.48497391486591e-05,8.8621929003988e-05,3.56239535463646e-05,7.0588107532837e-05,8.24327554797174e-05,1.31976613744045e-05,0,0,0,0,0.000106917566556185,0,0,0,0,0,0,0,0,0,0,0,0
"g_Amylocystis",0,0,0,0,0,0,0.000147058823529412,0.000209579269616245,0.000354487716015952,0.000256492465533825,0.000282352430131348,0.000263784817535096,0,0,0,8.82084856563201e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Amylostereum",0,0,0.000582750582750583,0,0,0,6.5359477124183e-05,8.2334713063525e-05,0.000108315691004874,9.97470699298208e-05,0.00015203592391688,6.59462043837739e-05,2.63953227488089e-05,0,0,0,0,0,0,0,0,0.000232641752849861,0,0.000170881749829118,0,0,0,0,0,0
"g_Anaeromyces",0.000823723228995058,0.000573271228950197,0.000582750582750583,0.000681560015145778,0.000895285975000861,0.00155831203640217,0.00112745098039216,0.00142963001773939,0.00106346314804786,0.0011827152577393,0.0015257890935944,0.0011952749544559,0,0.000150579731968077,0,0.000411639599729494,0,0.000534587832780926,0,0,0,0.00038068650466341,1.52244077705377e-05,0.000854408749145591,0.000255623721881391,0.000163907556138338,0,0.000424448217317487,0,0
"g_Ananas",0,0,0,0,6.88681519231431e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.24560921309403e-05,0,0,0,0,0,0,0,0,0
"g_Andalucia",0,0,0,7.57288905717531e-05,3.44340759615716e-05,6.23324814560868e-05,0.000612745098039216,0.000606282887104138,0.000649894146029245,0.000541484093904742,0.000635292967795533,0.000461623430686418,2.63953227488089e-05,0,0,0,0,0,0,6.18314474741854e-05,0,0,1.52244077705377e-05,0,0,0.000163907556138338,0,0,0,0
"g_Angomonas",5.49148819330038e-05,7.16589036187746e-05,0,0,0.000137736303846286,0.000249329925824347,0.000294117647058824,0.00029191398267977,0.000305253311013736,0.000256492465533825,0.000244343449152128,0.000280271368631039,3.95929841232134e-05,0,0,7.84075428056179e-05,0,0,0,0,0,0.000105746251295392,0.000106570854393764,0,0.000255623721881391,0.000655630224553352,0,0,0.000335908632851864,0.00061012812690665
"g_Ankistrodesmus",0,0,0.000582750582750583,0,0.000103302227884715,0.000373994888736521,0.000269607843137255,0.000232034191360843,0.000196937620008862,0.000206618930568915,7.0588107532837e-05,0.000197838613151322,0.000145174275118449,0.00173166691763289,0,3.9203771402809e-05,0,0,0,0,0,0,0,0,0.000511247443762781,0,0,0,0,0
"g_Ankyra",0,0,0,0,0,0,5.71895424836601e-05,0.000104789634808123,9.84688100044311e-06,2.84991628370917e-05,3.80089809792199e-05,8.24327554797174e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000424448217317487,0,0
"g_Anncaliia",0,0,0,0,0.000103302227884715,0,0.000261437908496732,0.000426643513147357,0.000246172025011078,0.000363364326172919,0.000396379373069008,0.000420407052946559,0.00225680009502316,0.00165637705164885,0.00474422442244224,3.9203771402809e-05,0,0,0,0,0,0.00050758200621788,0.000624200718592047,0.000341763499658237,0,0,0,0,0,0
"g_Annulohypoxylon",0,0,0,0.000454373343430519,3.44340759615716e-05,0,3.26797385620915e-05,3.74248695743295e-05,1.96937620008862e-05,1.42495814185458e-05,3.25791265536171e-05,1.64865510959435e-05,0,0,0,0.000156815085611236,0,0.000106917566556185,0,0,0,0.00012689550155447,6.08976310821509e-05,0,0,0.000491722668415014,0,0,0,0
"g_Ansanella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000255623721881391,0,0,0,0,0
"g_Antarctomyces",0,0,0,0,0,0,0,0,0,0,0,8.24327554797174e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Anteholosticha",0,0,0,0,0,0,0,0,0,0,1.08597088512057e-05,0,0,0,0,0,0,0,0,0,0,4.22985005181566e-05,0,0,0,0,0,0,0,0
"g_Antithamnion",0,0,0,0,0,0,1.63398692810458e-05,7.48497391486591e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Antithamnionella",0,0,0,7.57288905717531e-05,3.44340759615716e-05,0,8.16993464052288e-06,0,1.96937620008862e-05,0,0,3.2973102191887e-05,0,0,0,9.80094285070224e-06,0,0,0,0,0,0,0,0,0,0.000327815112276676,0,0,0,0
"g_Antonospora",0,7.16589036187746e-05,0,0,3.44340759615716e-05,0,2.45098039215686e-05,2.99398956594636e-05,0,2.84991628370917e-05,0,1.64865510959435e-05,5.27906454976178e-05,0,0.000412541254125413,0,0,0,0,0,0,4.22985005181566e-05,3.04488155410755e-05,0,0,0,0,0,0,0
"g_Antrodia",0,0,0,0,0,6.23324814560868e-05,2.45098039215686e-05,5.98797913189273e-05,7.87750480035449e-05,5.69983256741833e-05,5.42985442560285e-05,4.94596532878305e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000335908632851864,0
"g_Antrodiella",0,0.000143317807237549,0,0,3.44340759615716e-05,0,3.26797385620915e-05,3.74248695743295e-05,4.92344050022156e-05,1.42495814185458e-05,1.62895632768085e-05,1.64865510959435e-05,1.31976613744045e-05,0,0,9.80094285070224e-06,0,0,0,0,0,2.11492502590783e-05,3.04488155410755e-05,0,0,0,0,0,0,0
"g_Aphanochaete",0,0,0,0,3.44340759615716e-05,0,5.71895424836601e-05,3.74248695743295e-05,2.95406430013293e-05,5.69983256741833e-05,4.34388354048228e-05,3.2973102191887e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Aphanomyces",0.00323997803404723,0.00143317807237549,0.0034965034965035,0.0035592578568724,0.00203161048173272,0.00342828648008477,0.00362745098039216,0.00448349937500468,0.00412584313918566,0.00517972284564141,0.00498460636270342,0.00435244948932908,0.001174591862322,0.00399036289715404,0,0.0039301780831316,0,0.000320752699668556,7.24515178592992e-05,0.000494651579793483,0,0.00382801429689318,0.00267949576761464,0.00170881749829118,0.00485685071574642,0.00639239468939518,0.00850661625708885,0.00594227504244482,0.00638226402418542,0.00549115314215985
"g_Apiotrichum",0.000384404173531027,0,0,0,3.44340759615716e-05,0,0.000310457516339869,0.000538918121870345,0.000384028359017281,0.000541484093904742,0.000363800246515391,0.000346217573014813,0,0,0,0,0,0,0,0,2.74853640436468e-05,0.00012689550155447,4.56732233116132e-05,0.000341763499658237,0.000255623721881391,0.000163907556138338,0,0,0,0
"g_Aplanochytrium",0,0,0,0,0,0,8.16993464052288e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Aplosporella",0,0,0,0,3.44340759615716e-05,0,4.90196078431373e-05,4.49098434891954e-05,7.87750480035449e-05,0.000106871860639094,7.0588107532837e-05,5.77029288358022e-05,0,0,0,0.000137213199909831,0,0,0,6.18314474741854e-05,0.00131929747409504,8.45970010363133e-05,1.52244077705377e-05,0,0,0,0,0,0.000335908632851864,0
"g_Apocalathium",0,0,0,0,0,0,4.08496732026144e-05,1.49699478297318e-05,0,4.27487442556375e-05,3.25791265536171e-05,5.77029288358022e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Apodachlya",0,0,0,0,0,0,0,7.48497391486591e-06,2.95406430013293e-05,1.42495814185458e-05,2.71492721280142e-05,8.24327554797174e-06,0,0.000150579731968077,0,2.94028285521067e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Apoglossum",0,0,0,0,0,0,8.16993464052288e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Apophlaea",0,0,0,0,0,0,0,0,0,0,0,8.24327554797174e-06,1.31976613744045e-05,7.52898659840386e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Apophysomyces",0.00181219110378913,0.000214976710856324,0.00233100233100233,0.00121166224914805,0.000482077063462002,0.00261796422115564,0.00112745098039216,0.001339810330761,0.00127024764905716,0.00138220939759895,0.00129230535329348,0.00148378959863491,0.000263953227488089,0.000301159463936154,0.000412541254125413,0.00164655839891798,0,0.000641505399337111,1.20752529765499e-05,0,0,0.00025379100310894,0.00013701966993484,0,0.000511247443762781,0.00262252089821341,0.00661625708884688,0.0067911714770798,0.00302317769566678,0.00183038438071995
"g_Apusomonas",0,0,0,0,0,0,3.26797385620915e-05,8.2334713063525e-05,3.93875240017724e-05,2.84991628370917e-05,7.0588107532837e-05,8.24327554797174e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Arabidopsis",0,0,0,0,0,0,0,7.48497391486591e-06,0,0,5.42985442560285e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127811860940695,0,0,0,0,0
"g_Arcella",0,0,0,0,0,0,2.45098039215686e-05,2.99398956594636e-05,9.84688100044311e-06,2.13743721278187e-05,5.42985442560285e-05,3.2973102191887e-05,0,0,0,0,0,0,0,0,0,2.11492502590783e-05,4.56732233116132e-05,0,0,0,0,0,0,0
"g_Arcyria",0,0,0,0,0,0,8.16993464052288e-06,2.24549217445977e-05,0,7.12479070927291e-06,5.42985442560285e-06,8.24327554797174e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Armillaria",0,7.16589036187746e-05,0.000582750582750583,0,3.44340759615716e-05,0,8.16993464052288e-05,5.98797913189273e-05,8.8621929003988e-05,5.69983256741833e-05,0.000157465778342483,7.41894799317457e-05,0,0,0,3.9203771402809e-05,0,0,0,0,0,0,0,0,0.000511247443762781,0.000163907556138338,0,0,0,0
"g_Arthonia",0,0,0,0,0,0,0,1.49699478297318e-05,0,7.12479070927291e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Arthrobotrys",0,0,0,0,0,6.23324814560868e-05,0.000122549019607843,0.000284429008764904,0.000177243858007976,0.00017099497702255,0.00026606286685454,0.000247298266439152,0,7.52898659840386e-05,0,9.80094285070224e-06,0,0,0,0,2.74853640436468e-05,0,1.52244077705377e-05,0,0.000255623721881391,0,0,0,0,0
"g_Arthrocladium",0,0,0,0,0,0,8.16993464052288e-06,0,0,7.12479070927291e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Arthroderma",0,0,0,7.57288905717531e-05,0,0,0,0,0,7.12479070927291e-06,0,8.24327554797174e-06,0,0,0,0,0,0,0,0,0.000742104829178462,0,0,0,0,0,0,0,0,0
"g_Arthromyces",0,0,0,0,3.44340759615716e-05,0,4.90196078431373e-05,9.73046608932568e-05,0.00012800945300576,0.000156745395604004,0.000130316506214468,0.00014013568431552,0,0,0,0,0,0,0,0,0,2.11492502590783e-05,0,0,0,0,0,0,0,0
"g_Arthrothamnus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20752529765499e-05,0,0,0,0,0,0,0,0,0,0,0
