"","CiA","CiB","CiC","CiD","CiE","CiF","HmA","HmB","HmC","HmD","HmE","HmF","MsA","MsB","MsC","MsD","MsE","MsF","PfA","PfB","PfC","PfD","PfE","PfF","ScA","ScB","ScC","ScD","ScE","ScF"
"g_Halorussus",0.00112036972200826,0.000959539421077883,0.000454545454545455,0.000325150382051699,0.000604351329572925,0.000338696020321761,0.00199750312109863,0.000621816889731138,0.00116793192625344,0.00111245954692557,0.000845533169058318,0.00163091205620374,0.000687379708551004,0.000685557586837294,0,0.000492174426616793,0,0,0,0.0205128205128205,0.00830449826989619,8.10438447199935e-05,9.13534006303385e-05,0,0,0,0,0,0,0
"g_Halosegnis",0,0,0,0,0,0,0.000832292967124428,8.88309842473055e-05,8.34237090181029e-05,0.000151699029126214,0.000169106633811664,0.000250909547108267,0,0,0,0,0,0,0,0,0,0,0,0,0.000747384155455904,0,0,0,0,0
"g_Halosiccatus",0,0,0,0,0,4.23370025402202e-05,0.000499375780274657,0,0.000250271127054309,5.05663430420712e-05,9.66323621780934e-05,6.27273867770669e-05,0,0,0,0.000196869770646717,0,0,0,0,0,8.10438447199935e-05,0,0,0,0,0,0,0,0
"g_Halosimplex",0,0,0,0,0.000302175664786463,4.23370025402202e-05,0.000915522263836871,0.000236882624659481,0.00029198298156336,0.000101132686084142,0.000386529448712374,0.000627273867770669,0,0,0,0,0,0,0,0.00673076923076923,0.00311418685121107,0,0.000319736902206185,0,0.000747384155455904,0,0,0,0,0
"g_Halosolutus",7.00231076255164e-05,0.000479769710538941,0,8.12875955129247e-05,5.03626107977438e-05,0,0.000332917186849771,2.96103280824352e-05,0.000125135563527154,5.05663430420712e-05,2.41580905445234e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Halostagnicola",0,0,0,0,0.000100725221595488,0,0,2.96103280824352e-05,0.000125135563527154,0,4.83161810890467e-05,0,0,0,0,0,0,0,0,0,0.000346020761245675,0,0,0,0,0,0,0,0,0
"g_Halostella",0,0,0,0,5.03626107977438e-05,4.23370025402202e-05,0,8.88309842473055e-05,0.000166847418036206,0.000101132686084142,7.24742716335701e-05,0,0.000137475941710201,0,0,0,0,0,0,0.0198717948717949,0,8.10438447199935e-05,4.56767003151692e-05,0,0,0,0,0,0,0
"g_Haloterrigena",0.000350115538127582,0.000319846473692628,0,8.12875955129247e-05,0.000251813053988719,0.000211685012701101,0.000166458593424886,0.000296103280824352,0.000375406690581463,0.000202265372168285,0.00028989708653428,6.27273867770669e-05,0.000412427825130602,0.0141681901279707,0.0043859649122807,0.000492174426616793,0,0,0,0.00544871794871795,0.0183391003460208,0.000162087689439987,0.000639473804412369,0,0,0,0,0,0,0
"g_Halovenus",0,0,0,0,0,0,0.000249687890137328,0.000118441312329741,4.17118545090515e-05,0.000151699029126214,4.83161810890467e-05,6.27273867770669e-05,0,0,0,0,0,0,0,0,0.000346020761245675,0,0,0,0,0.00107488355428162,0,0,0,0
"g_Halovivax",7.00231076255164e-05,0.000159923236846314,0,0,0.000201450443190975,4.23370025402202e-05,0.00158135663753641,0.00091792017055549,0.00104279636272629,0.00085962783171521,0.000918007440691888,0.0013172751223184,0.000412427825130602,0.000457038391224863,0,0,0,0,0,0.000320512820512821,0.00484429065743945,0.000243131534159981,0.000456767003151692,0,0,0,0,0,0,0
"g_Hyperthermus",7.00231076255164e-05,0,0,0,0,4.23370025402202e-05,0.000332917186849771,5.92206561648703e-05,4.17118545090515e-05,0.000101132686084142,2.41580905445234e-05,0.000250909547108267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Ignicoccus",0,0,0,0,0,0,0.000249687890137328,0,0,5.05663430420712e-05,2.41580905445234e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Ignisphaera",0,0,0,0,0,0.00012701100762066,8.32292967124428e-05,0,4.17118545090515e-05,0,2.41580905445234e-05,6.27273867770669e-05,0,0,0,0,0,0,0,0,0,0,0,0.0015220700152207,0,0,0,0,0,0
"g_Infirmifilum",0,0,0,0,0,4.23370025402202e-05,0.000332917186849771,5.92206561648703e-05,4.17118545090515e-05,0.000151699029126214,4.83161810890467e-05,0.000313636933885334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Metallosphaera",7.00231076255164e-05,0,0,0,0,0,8.32292967124428e-05,0,0,5.05663430420712e-05,2.41580905445234e-05,6.27273867770669e-05,0,0.000228519195612431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Methanimicrococcus",0,0,0,0.000243862786538774,0.000100725221595488,4.23370025402202e-05,0.000582605076987099,0.000473765249318962,0.000166847418036206,0.000252831715210356,0.00028989708653428,0.000376364320662401,0,0.00205667276051188,0,0,0,0.00572831423895254,0,0,0,8.10438447199935e-05,4.56767003151692e-05,0.0030441400304414,0,0,0.00930232558139535,0.000390015600624025,0.00261780104712042,0
"g_Methanobacterium",0.127932217631819,0.107788261634415,0.289545454545455,0.130304015607218,0.133360193392425,0.220194750211685,0.483645443196005,0.576661139405425,0.373571368983065,0.523108818770227,0.4728704643185,0.440659892108895,0.035606268902942,0.110146252285192,0.145614035087719,0.00511861403681465,0,0.030278232405892,0.524096385542169,0.0307692307692308,0.0207612456747405,0.0133722343787989,0.012424062485726,0.13089802130898,0.0732436472346786,0.154424937298459,0.0418604651162791,0.150936037441498,0.0392670157068063,0.0661157024793388
"g_Methanobrevibacter",0.00525173307191373,0.00479769710538941,0.0159090909090909,0.00666558283205983,0.00508662369057212,0.00622353937341236,0.00782355389096962,0.0124067274665403,0.00867606573788271,0.0118830906148867,0.0104604532057786,0.0101618366578848,0.000549903766840803,0.0415904936014625,0.102631578947368,0.00236243724776061,0.261363636363636,0.113747954173486,0.0285489785227868,0.00288461538461538,0.00761245674740484,0.00729394602479942,0.00854154295893665,0.0502283105022831,0,0.00322465066284486,0.00232558139534884,0.00819032761310452,0.00916230366492147,0.0119375573921028
"g_Methanocalculus",0.000770254183880681,0.00127938589477051,0,0.000243862786538774,0.00196414182111201,0.00114309906858594,0.000749063670411985,0.00091792017055549,0.00141820305330775,0.00131472491909385,0.000652268444702131,0.00156818466942667,0,0.00274223034734918,0.00087719298245614,0.000492174426616793,0,0,0,0,0,8.10438447199935e-05,9.13534006303385e-05,0.0015220700152207,0.000747384155455904,0,0,0,0,0
"g_Methanocaldococcus",0,0.00303854150007996,0,8.12875955129247e-05,0.000151087832393231,0.000169348010160881,0.000166458593424886,0.000207272296577046,0.000458830399599566,0.000151699029126214,0.000265738995989757,0.000313636933885334,0,0.000457038391224863,0,0,0,0.000818330605564648,0,0.000320512820512821,0,0,0,0,0,0.000358294518093873,0,0.00078003120124805,0,0
"g_Methanocella",0.0189062390588894,0.0263873340796418,0.0454545454545455,0.134774833360429,0.0264403706688155,0.0404318374259102,0.0441947565543071,0.0382269335544238,0.0449236673062484,0.0342334142394822,0.0473256993767213,0.0415255300464183,0.461369260379434,0.0278793418647166,0.00175438596491228,0.000787479082586869,0,0.00736497545008183,0.000654793085385018,0,0.000346020761245675,0.00389010454655969,0.00338007582332252,0.0121765601217656,0.0261584454409567,0.00609100680759584,0,0.015990639625585,0,0.09366391184573
"g_Methanococcoides",0.000420138645753099,0.00559731328962098,0.00136363636363636,0.00105673874166802,0.00141015310233683,0.0010584250635055,0.00208073241781107,0.000947530498637925,0.00150162676232585,0.00126415857605178,0.000845533169058318,0.00200727637686614,0.000274951883420401,0.00228519195612431,0.00175438596491228,9.84348853233586e-05,0.0340909090909091,0,0.000261917234154007,0.00352564102564103,0.00622837370242215,0.000162087689439987,0.000730827205042708,0.0380517503805175,0.00298953662182362,0.00107488355428162,0.00232558139534884,0.0015600624024961,0.00130890052356021,0.00275482093663912
"g_Methanococcus",0.000210069322876549,0.000959539421077883,0.000909090909090909,0.000487725573077548,0.000604351329572925,0.000635055038103302,0.0011652101539742,0.000681037545896009,0.000417118545090515,0.00101132686084142,0.000942165531236411,0.00125454773554134,0,0.0223948811700183,0.00350877192982456,0.000196869770646717,0,0.0016366612111293,0.000785751702462022,0.00705128205128205,0.000692041522491349,0.0012967015155199,0.00127894760882474,0.0319634703196347,0.00149476831091181,0.000716589036187746,0.00232558139534884,0.00078003120124805,0.00130890052356021,0.00275482093663912
"g_Methanocorpusculum",0.000210069322876549,0.000799616184231569,0,0,0.000151087832393231,8.46740050804403e-05,0.0017478152309613,0.000799478858225749,0.000417118545090515,0.00101132686084142,0.000628110354157607,0.00106636557521014,0,0.0228519195612431,0.00964912280701754,0.000590609311940152,0,0.0016366612111293,0,0.00192307692307692,0.000692041522491349,0.0012967015155199,0.00109624080756406,0.0243531202435312,0.00224215246636771,0.000716589036187746,0,0,0.00130890052356021,0
"g_Methanoculleus",0.00924305020656817,0.00703662242123781,0.00227272727272727,0.00227605267436189,0.00493553585817889,0.00478408128704488,0.00632542655014565,0.00364207035413952,0.00583965963126721,0.00384304207119741,0.00442093056964778,0.00577091958349015,0.000137475941710201,0.00297074954296161,0,0.00108278373855694,0,0.00654664484451719,0,0,0,0.000567306913039955,0.000411090302836523,0.0365296803652968,0.000747384155455904,0.000716589036187746,0,0.00117004680187207,0.00130890052356021,0.00183654729109275
"g_Methanofervidicoccus",7.00231076255164e-05,0,0,0.000243862786538774,0,0.00012701100762066,8.32292967124428e-05,2.96103280824352e-05,0.000375406690581463,5.05663430420712e-05,0.000265738995989757,0,0.000137475941710201,0.000228519195612431,0,0,0,0,0,0.00288461538461538,0,0,0,0.0091324200913242,0,0,0,0,0,0
"g_Methanofollis",0.00119039282963378,0.00303854150007996,0.00136363636363636,0.00146317671923265,0.00196414182111201,0.00160880609652837,0.0111527257594673,0.00464882150894232,0.00513055810461333,0.00505663430420712,0.00413103348311349,0.0100363818843307,0,0.0107404021937843,0.00350877192982456,0.000393739541293434,0,0,0.000261917234154007,0,0,0.000405219223599968,0.000411090302836523,0.030441400304414,0.00149476831091181,0.000358294518093873,0,0.00078003120124805,0,0
"g_Methanogenium",0.000210069322876549,0.000319846473692628,0,8.12875955129247e-05,0.000251813053988719,0.00012701100762066,8.32292967124428e-05,2.96103280824352e-05,0.000583965963126721,0.000455097087378641,0.000169106633811664,0.000313636933885334,0,0.00114259597806216,0,0,0,0,0,0.00192307692307692,0,0,0,0.0076103500761035,0,0,0,0,0,0
"g_Methanohalobium",0.000280092430502066,0,0,0.000569013168590473,0.000100725221595488,0.000254022015241321,0.000832292967124428,0.000207272296577046,0.000333694836072412,0.000657362459546926,0.000386529448712374,0.000313636933885334,0,0,0,0.000196869770646717,0,0.0016366612111293,0,0,0,0,0,0,0,0,0,0,0.00392670157068063,0
"g_Methanohalophilus",0.00161053147538688,0.000479769710538941,0.000909090909090909,0.00170703950577142,0.00307211925866237,0.00258255715495343,0.00282979608822305,0.00124363377946228,0.00150162676232585,0.00111245954692557,0.00108711407450355,0.00232091331075147,0.000549903766840803,0.00388482632541133,0.00263157894736842,0.000196869770646717,0,0,0.000785751702462022,0.00320512820512821,0.00761245674740484,0.00559202528567955,0.00516146713561412,0.0076103500761035,0,0,0.00465116279069767,0.000390015600624025,0,0
"g_Methanolacinia",0,0.000159923236846314,0.00136363636363636,0.000487725573077548,0.000654713940370669,0.000592718035563082,0.000749063670411985,0.000562596233566268,0.000417118545090515,0.000657362459546926,0.000314055177078804,0.000627273867770669,0.000549903766840803,0.00525594149908592,0.00789473684210526,0.00275617678905404,0.0113636363636364,0.00245499181669394,0,0,0,8.10438447199935e-05,0.000228383501575846,0,0.000747384155455904,0.000716589036187746,0.00232558139534884,0,0,0
"g_Methanolinea",0.00140046215251033,0.00719654565808412,0.00227272727272727,0.000487725573077548,0.00337429492344883,0.00364098221845893,0.0017478152309613,0.00151012673220419,0.00317010094268791,0.00116302588996764,0.00140116925158235,0.00307364195207628,0.00261204289249381,0.00114259597806216,0.00087719298245614,0.000590609311940152,0,0.00409165302782324,0,0,0,0,0,0.0091324200913242,0,0,0,0,0,0.000918273645546373
"g_Methanolobus",0.00294097052027169,0.00335838797377259,0.00136363636363636,0.00365794179808161,0.00221595487510073,0.00342929720575783,0.0121514773200166,0.00692881677128983,0.0057562359222491,0.0066747572815534,0.00574962554959656,0.0132354786099611,0.00247456695078361,0.00594149908592322,0.00263157894736842,0.000787479082586869,0,0.00409165302782324,0.000523834468308015,0.0134615384615385,0.000692041522491349,0.00421427992543966,0.00283195541954049,0.0350076103500761,0.00298953662182362,0.00429953421712648,0,0.0015600624024961,0.00130890052356021,0.00734618916437098
"g_Methanomassiliicoccus",0.000280092430502066,0.000159923236846314,0,0.000650300764103398,0.00146051571313457,0.00254022015241321,0.00191427382438618,0.000888309842473055,0.00112622007174439,0.000960760517799353,0.0011354302555926,0.000627273867770669,0,0.00274223034734918,0.00175438596491228,0,0,0.013911620294599,0,0,0,8.10438447199935e-05,0,0,0,0,0,0.00273010920436817,0.00130890052356021,0.00275482093663912
"g_Methanomethylovorans",0.00154050836776136,0.000639692947385255,0.00136363636363636,0.00195090229231019,0.00146051571313457,0.00135478408128704,0.00133166874739908,0.00136207509179202,0.000917660799199132,0.00171925566343042,0.00120790452722617,0.00163091205620374,0.000412427825130602,0.00251371115173675,0.0043859649122807,9.84348853233586e-05,0,0,0.0734677841801991,0.0288461538461538,0.027681660899654,0.000729394602479942,0.000411090302836523,0.0030441400304414,0.00448430493273543,0.0053744177714081,0.0511627906976744,0.00351014040561622,0.166230366492147,0.0303030303030303
"g_Methanomicrobium",0.000280092430502066,0.00399808092115784,0.000454545454545455,8.12875955129247e-05,0.000503626107977438,8.46740050804403e-05,0.000499375780274657,0.000148051640412176,0.000375406690581463,5.05663430420712e-05,0.00021742281490071,0.000752728641324802,0,0.000228519195612431,0.00087719298245614,0.0011812186238803,0,0,0,0.000320512820512821,0,0.000729394602479942,0.00173571461197643,0.0015220700152207,0,0,0,0,0,0
"g_Methanoplanus",0.00133043904488481,0.000639692947385255,0.00227272727272727,0.000650300764103398,0.00115834004834811,0.000889077053344623,0.00124843945068664,0.00097714082672036,0.000792525235671978,0.000758495145631068,0.000700584625791177,0.00119182034876427,0.000274951883420401,0.000914076782449726,0,0,0,0.000818330605564648,0,0,0,0,0,0.0015220700152207,0,0,0,0,0,0.000918273645546373
"g_Methanopyrus",0,0,0,0,0,0,0,2.96103280824352e-05,0,0,9.66323621780934e-05,6.27273867770669e-05,0,0.00182815356489945,0,0,0,0,0,0,0,0,0,0,0,0.000358294518093873,0,0,0,0
"g_Methanoregula",0.0115538127582102,0.0447785063169679,0.0140909090909091,0.00942936107949927,0.0238718775181305,0.0121930567315834,0.0111527257594673,0.00737297169252635,0.0180195211479102,0.00945590614886731,0.00729574334444606,0.0194454899008907,0.000549903766840803,0.0162248628884826,0.00175438596491228,0.0068904419726351,0,0.000818330605564648,0,0.0118589743589744,0,0.000162087689439987,0.000365413602521354,0.0273972602739726,0.00149476831091181,0,0,0.00078003120124805,0,0
"g_Methanosalsum",0.000490161753378615,0,0,0.000975451146155097,0.000201450443190975,0.000465707027942422,0.00124843945068664,0.000473765249318962,0.00029198298156336,0.000758495145631068,0.000314055177078804,0.000313636933885334,0.000412427825130602,0.000228519195612431,0,0,0,0.0016366612111293,0,0,0,8.10438447199935e-05,0,0,0,0,0,0.00078003120124805,0,0.00183654729109275
"g_Methanosarcina",0.0165954765072474,0.0363025747641132,0.0704545454545455,0.160055275564949,0.0781124093473006,0.0610076206604572,0.0808988764044944,0.0798590548383276,0.136397764244598,0.0810072815533981,0.118712856935788,0.102182913059842,0.00673632114379983,0.162477148080439,0.0359649122807018,0.0278570725465105,0,0.0180032733224223,0.00222629649030906,0.0118589743589744,0.0013840830449827,0.00291757840991977,0.00447631663088658,0.103500761035008,0.241405082212257,0.396632031529918,0.213953488372093,0.226989079563183,0.0916230366492147,0.24058769513315
"g_Methanosphaera",0.000700231076255164,0.00287861826323365,0.00318181818181818,0.00170703950577142,0.00135979049153908,0.00131244707874682,0.00374531835205993,0.00251687788700699,0.00200216901643447,0.0070287216828479,0.00398608493984635,0.00301091456529921,0,0.0123400365630713,0.00526315789473684,0,0,0.000818330605564648,0.0187270822420115,0.0596153846153846,0.0131487889273356,0.0324175378879974,0.0271319599872105,0.101978691019787,0.00224215246636771,0.00107488355428162,0,0.00117004680187207,0.00130890052356021,0.000918273645546373
"g_Methanosphaerula",0.000350115538127582,0.00591715976331361,0.000454545454545455,0.000487725573077548,0.000755439161966156,0.000762066045723963,0.0017478152309613,0.000710647873978444,0.000875948944690081,0.000758495145631068,0.000845533169058318,0.000940910801656003,0,0.000457038391224863,0.00350877192982456,9.84348853233586e-05,0,0,0,0,0,0.000729394602479942,0.000639473804412369,0,0,0,0,0,0,0.000918273645546373
"g_Methanospirillum",0.00406134024227995,0.00559731328962098,0.005,0.00398309218013331,0.0236704270749396,0.0294665537679932,0.00540990428630878,0.0021023332938529,0.00329523650621507,0.00212378640776699,0.00198096342465092,0.00345000627273868,0.000824855650261204,0.00228519195612431,0.00263157894736842,0.000885913967910227,0,0.0114566284779051,0.000261917234154007,0,0,0.000405219223599968,0.000365413602521354,0.0167427701674277,0,0.00107488355428162,0,0.00078003120124805,0,0.000918273645546373
"g_Methanothermobacter",0.00637210279392199,0.011194626579242,0.015,0.0065842952365469,0.00574133763094279,0.0098645215918713,0.0153141905950895,0.0140945161672391,0.0118461666805706,0.0121359223300971,0.0154370198579504,0.013110023836407,0.000549903766840803,0.00662705667276051,0,0.000196869770646717,0,0.00327332242225859,0.0538239916186485,0,0,0,0.000137030100945508,0.0106544901065449,0.00373692077727952,0.00465782873522035,0,0.00234009360374415,0,0.00367309458218549
"g_Methanothermococcus",0,0.000639692947385255,0,0,0,0,8.32292967124428e-05,0.000236882624659481,4.17118545090515e-05,0.000252831715210356,7.24742716335701e-05,0.000250909547108267,0,0.0191956124314442,0.00526315789473684,0,0,0,0,0,0,0.000405219223599968,0.000319736902206185,0,0,0,0,0,0,0.000918273645546373
"g_Methanothermus",0.000210069322876549,0.000799616184231569,0,0.000406437977564624,0.00040290088638195,0.000719729043183743,0.000998751560549313,0.00148051640412176,0.0013764911987987,0.000809061488673139,0.00123206261777069,0.00138000250909547,0,0,0,0,0,0.000818330605564648,0.0125720272393924,0,0,0,0,0,0,0.00143317807237549,0,0,0,0
"g_Methanothrix",0.756179539247952,0.663201663201663,0.467727272727273,0.453828645748659,0.63325946817083,0.558975444538527,0.0924677486475239,0.115095345256425,0.146950863435388,0.141282362459547,0.14393390346427,0.132668423033496,0.2601044817157,0.190356489945155,0.237719298245614,0.763362535682646,0.193181818181818,0.355973813420622,0.0594552121529597,0.0272435897435897,0.123529411764706,0.0106977875030391,0.0106426711734344,0.0547945205479452,0.207772795216741,0.0741669652454317,0.272093023255814,0.0549921996879875,0.146596858638743,0.241505968778696
"g_Methanotorris",7.00231076255164e-05,0,0,0,0.000302175664786463,8.46740050804403e-05,0,0.000148051640412176,0.000166847418036206,0.000202265372168285,7.24742716335701e-05,0.000125454773554134,0,0,0,0,0,0,0.00104766893661603,0,0,0,0,0,0,0.000358294518093873,0,0,0,0.000918273645546373
"g_Methermicoccus",0,0,0,0,0,0,0,2.96103280824352e-05,0,5.05663430420712e-05,2.41580905445234e-05,6.27273867770669e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Natranaeroarchaeum",0,0,0,0,0,0,0,2.96103280824352e-05,0,0.000151699029126214,4.83161810890467e-05,0,0,0.000228519195612431,0,0,0,0,0,0,0,8.10438447199935e-05,4.56767003151692e-05,0,0,0,0,0,0,0.000918273645546373
"g_Natrarchaeobaculum",0,0,0,0.000243862786538774,5.03626107977438e-05,0,0.000332917186849771,8.88309842473055e-05,0.000125135563527154,5.05663430420712e-05,2.41580905445234e-05,0,0,0.000914076782449726,0,0.000196869770646717,0,0,0,0,0.000346020761245675,0,0,0,0,0,0.00232558139534884,0,0,0
"g_Natrarchaeobius",0,0.000479769710538941,0,0,0.000151087832393231,0,8.32292967124428e-05,0.000177661968494611,8.34237090181029e-05,0,9.66323621780934e-05,0,0,0,0,0.000196869770646717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Natrialba",0.000140046215251033,0.000159923236846314,0.000454545454545455,0.000162575191025849,0.000201450443190975,0,0.000665834373699542,0.000148051640412176,0.000375406690581463,0.000151699029126214,0.000241580905445234,0.000752728641324802,0,0,0,0.000787479082586869,0,0.00490998363338789,0,0.00961538461538462,0.000692041522491349,0.000162087689439987,9.13534006303385e-05,0,0,0,0,0,0,0
"g_Natribaculum",0,0,0,8.12875955129247e-05,0.000151087832393231,0,0.000249687890137328,2.96103280824352e-05,4.17118545090515e-05,0,0.000193264724356187,0.000376364320662401,0,0,0,0,0,0,0,0,0.00865051903114187,0.000567306913039955,0.000502443703466862,0.0015220700152207,0,0,0,0,0,0
"g_Natrinema",0,0.000639692947385255,0.000909090909090909,8.12875955129247e-05,0.000201450443190975,4.23370025402202e-05,0.00108198085726176,0.000118441312329741,0.000250271127054309,0.000151699029126214,0.000241580905445234,0.000564546480993602,0,0,0.00087719298245614,0.000196869770646717,0,0,0,0,0.00726643598615917,0.000891482291919929,0.00105056410724889,0,0,0.000716589036187746,0,0.000390015600624025,0,0.000918273645546373
"g_Natronoarchaeum",0,0,0,0,5.03626107977438e-05,0,8.32292967124428e-05,5.92206561648703e-05,8.34237090181029e-05,0,4.83161810890467e-05,6.27273867770669e-05,0,0.0107404021937843,0,9.84348853233586e-05,0,0.000818330605564648,0,0,0,0,0,0,0,0,0,0,0,0
"g_Natronobacterium",0,0.000479769710538941,0,0,0.000201450443190975,0,8.32292967124428e-05,0,4.17118545090515e-05,0,4.83161810890467e-05,0,0.000274951883420401,0,0,9.84348853233586e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Natronobiforma",0,0,0,0,0.000151087832393231,4.23370025402202e-05,0.000832292967124428,0.000148051640412176,0.000166847418036206,0.000202265372168285,0.000193264724356187,0,0,0,0,9.84348853233586e-05,0,0,0,0,0,0,0,0.0060882800608828,0,0,0,0,0,0
"g_Natronocalculus",7.00231076255164e-05,0,0,0,0,0,0.000499375780274657,5.92206561648703e-05,0,0.000353964401294498,0.000120790452722617,0.000250909547108267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Natronococcus",0,0,0,8.12875955129247e-05,0,8.46740050804403e-05,0.000665834373699542,5.92206561648703e-05,0.000208559272545257,0,0.00014494854326714,0.000188182160331201,0,0.000685557586837294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130890052356021,0
"g_Natronolimnobius",7.00231076255164e-05,0,0,0,0,4.23370025402202e-05,0,0.000118441312329741,0,0,7.24742716335701e-05,6.27273867770669e-05,0.000137475941710201,0,0,0,0,0,0,0,0,0.000648350757759948,0.00114191750787923,0,0,0,0,0,0,0
"g_Natronolimnohabitans",0,0,0,0,0,0,0,0,0,5.05663430420712e-05,4.83161810890467e-05,0,0,0,0,0,0,0,0,0,0.00173010380622837,0,0,0,0,0,0,0,0,0
"g_Natronomonas",0.000210069322876549,0.000639692947385255,0.00181818181818182,0.00186961469679727,0.00156124093473006,0.00165114309906859,0.00141489804411153,0.000532985905483833,0.00029198298156336,0.000707928802588997,0.000386529448712374,0.000815456028101869,0.000687379708551004,0.000228519195612431,0,9.84348853233586e-05,0,0,0,0,0.000692041522491349,0,0,0,0,0,0,0,0,0
"g_Natronorubrum",0,0,0,8.12875955129247e-05,0.000151087832393231,0,0.000416146483562214,0.000325713608906787,0.000417118545090515,0.000151699029126214,0.000241580905445234,0.000313636933885334,0,0,0,0,0,0,0,0,0.000346020761245675,0.000567306913039955,0.000182706801260677,0,0,0,0,0,0,0
"g_Nitrosarchaeum",0.000140046215251033,0,0.000454545454545455,0.000487725573077548,0.000302175664786463,0.000296359017781541,0.000749063670411985,0.000681037545896009,0.000792525235671978,0.000556229773462783,0.000821375078513794,0.000752728641324802,0.000962331591971405,0.00137111517367459,0.00175438596491228,0.000492174426616793,0,0.00490998363338789,0,0,0.00173010380622837,0,4.56767003151692e-05,0,0.00373692077727952,0,0,0.00117004680187207,0.00261780104712042,0.000918273645546373
"g_Nitrosopumilus",0.00210069322876549,0.008156085079162,0,0.00235734026987482,0.00271958098307816,0.0010584250635055,0.00391177694548481,0.00177661968494611,0.00246099941603404,0.00268001618122977,0.00280233850316471,0.00451637184794881,0.153973054715425,0.0043418647166362,0.0114035087719298,0.0198838468353184,0.147727272727273,0.0450081833060556,0.0563122053431116,0.141025641025641,0.201730103806228,0.0207472242483183,0.0192755675330014,0.0532724505327245,0.00597907324364723,0.00644930132568972,0.0186046511627907,0.00273010920436817,0.00785340314136126,0.00826446280991736
"g_Nitrososphaera",0.00182060079826343,0.000639692947385255,0.0109090909090909,0.0155259307429686,0.00473408541498791,0.00647756138865368,0.0388680815647108,0.0288404595522918,0.0516392758822057,0.0352953074433657,0.0389911581388607,0.0400200727637687,0.000412427825130602,0.0134826325411335,0.0333333333333333,0.00187026282114381,0,0.0122749590834697,0.000261917234154007,0.000961538461538462,0.00449826989619377,0.411864818867007,0.424838989631389,0.0121765601217656,0.0328849028400598,0.0193479039770692,0.0162790697674419,0.0421216848673947,0.031413612565445,0.0505050505050505
"g_Palaeococcus",0,0,0,0,0,0.00012701100762066,0.000332917186849771,2.96103280824352e-05,0.000208559272545257,0.000151699029126214,9.66323621780934e-05,0.000125454773554134,0.000137475941710201,0.000457038391224863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Picrophilus",0,0,0,0,0,4.23370025402202e-05,0,8.88309842473055e-05,4.17118545090515e-05,0.000252831715210356,7.24742716335701e-05,0.000125454773554134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Pyrobaculum",0,0.000319846473692628,0,0,0.000100725221595488,0.00012701100762066,0.000749063670411985,0.000266492952741916,0.000250271127054309,0.000303398058252427,0.00014494854326714,0.000439091707439468,0,0,0,0.000196869770646717,0,0,0.000130958617077004,0,0,0,0,0,0,0,0,0.000390015600624025,0,0
"g_Pyrococcus",7.00231076255164e-05,0,0,0,0.000201450443190975,4.23370025402202e-05,0.000249687890137328,0.000177661968494611,0.000333694836072412,0.000151699029126214,0.00028989708653428,0.000313636933885334,0.00178718724223261,0.000228519195612431,0,0.00108278373855694,0,0.00245499181669394,0,0,0,0,0.000228383501575846,0.0015220700152207,0,0.00250806162665711,0,0.00273010920436817,0.00392670157068063,0
"g_Pyrodictium",0,0,0,0,0,0,8.32292967124428e-05,2.96103280824352e-05,0,5.05663430420712e-05,4.83161810890467e-05,0.000188182160331201,0,0,0,0.000196869770646717,0,0,0,0,0,0,4.56767003151692e-05,0,0,0,0,0,0,0
"g_Pyrolobus",0,0,0,0,0,0,8.32292967124428e-05,5.92206561648703e-05,0,0,0.000120790452722617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_Saccharolobus",0,0,0,0,0,0,8.32292967124428e-05,2.96103280824352e-05,0,5.05663430420712e-05,0,0,0,0.00137111517367459,0.00175438596491228,0,0,0,0,0,0,0.000243131534159981,0.000228383501575846,0,0,0,0,0,0,0
"g_Salarchaeum",0,0,0,0,5.03626107977438e-05,0.00012701100762066,0.000166458593424886,0.000148051640412176,0.000208559272545257,5.05663430420712e-05,9.66323621780934e-05,0,0,0.000457038391224863,0,0,0,0,0,0,0,8.10438447199935e-05,0.000182706801260677,0,0,0,0,0,0,0
"g_Salinadaptatus",0,0,0,0,0,0,0.000332917186849771,0,0.000166847418036206,0,0,0.000250909547108267,0.000137475941710201,0,0,0,0,0,0,0,0,0,4.56767003151692e-05,0,0,0,0,0,0,0
